,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,12/20/19,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN191210-N-1,1,166.87,12.21,9.37,939.55,81.46,6.74,,,
KWP191210-N-1,2,100.80,13.32,12.10,628.24,10.16,5.65,,,
KKS191210-N-1,3,120.34,8.84,7.11,546.15,45.64,2.20,,,
KKP191210-N-1,4,130.31,7.61,5.54,344.54,45.98,3.03,,,
KCP191210-N-1,5,854.90,44.36,39.28,3225.51,656.55,60.04,,,
NMP191210-N-1,6,239.67,10.03,7.44,1158.47,161.81,4.51,,,
MML191211-N-1,7,109.52,9.70,6.46,320.96,21.69,1.54,,,
MMB191211-N-1,8,93.30,8.77,5.64,181.11,16.89,0.67,,,
MON191211-N-1,9,85.05,8.56,5.06,167.04,9.88,0.89,,,
MAN191211-N-1,10,158.03,12.05,9.74,325.64,14.92,3.89,,,
MAS191211-N-1,11,105.38,12.23,8.51,579.96,21.55,1.95,,,
NMH191212-N-1,12,274.74,10.98,6.81,243.80,35.55,10.49,,,
NMC191212-N-1,13,198.16,13.65,8.53,462.76,94.97,6.98,,,
NHP191212-N-1,14,151.43,9.80,5.75,434.85,67.68,1.64,,,
NKP191212-N-1,15,88.08,7.89,3.88,76.72,4.77,0.75,,,
NSB191212-N-1,16,109.77,8.97,5.76,285.03,19.97,1.22,,,
NKC191212-N-1,17,257.27,7.53,4.30,388.75,204.51,0.79,,,
WKD191213-N-1,18,101.83,8.78,5.11,107.40,6.37,1.54,,,
WKB191213-N-1,19,74.80,7.78,4.90,102.74,4.71,0.91,,,
WUL191213-N-1,20,100.49,9.55,4.78,116.01,10.46,4.29,,,
WPL191213-N-1,21,89.63,7.69,4.17,106.75,14.19,3.88,,,
WPO191213-N-1,22,100.21,7.92,4.11,131.45,8.82,1.05,,,
