,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,3/17/22,SM78,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN220329-N-1,1,184.14,11.29,6.90,785.47,73.42,6.33,,,
KWP220329-N-1,2,173.27,11.94,10.89,1030.53,40.77,5.81,,,
KKS220329-N-1,3,153.82,8.31,5.27,574.45,40.09,5.07,,,
KKP220329-N-1,4,136.18,8.61,5.92,444.15,25.35,3.94,,,
KCP220330-N-1,5,936.21,36.70,32.26,3680.26,742.42,18.74,,,
MMB220330-N-1,6,178.10,9.88,6.28,421.10,64.92,6.22,,,
MAN220330-N-1,7,114.99,8.25,5.51,390.71,9.21,3.69,,,
MAS220330-N-1,8,116.69,10.34,7.72,415.21,16.85,7.08,,,
NMH220331-N-1,9,129.65,15.86,8.46,307.42,34.16,8.09,,,
NMC220331-N-1,10,327.03,8.95,7.11,1012.11,195.77,7.66,,,
NHP220331-N-1,11,169.59,7.61,5.57,369.94,68.46,4.95,,,
NKP220331-N-1,12,100.50,9.05,3.50,52.33,3.04,2.70,,,
NKC220331-N-1,13,276.06,10.19,8.08,516.44,176.17,3.01,,,
,,,,,,,,,,
