,,,Data Provided by:,,,,,,,,
,,,SOEST Laboratory for ,,,,,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,,University of Hawaii at Manoa ,,,,,,,,
,,,1000 Pope Rd,,,,,,,,
,,,"Honolulu, HI 96822",,,,,,,,
,,,808-956-5878,,,,,,,,
,,,Date Samples Received:,,6/26/18,,,,,,
,,,,,,,,,,,
,,,Project:,MNMRC,Project: NFWF South Maui WQ Sampling,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,
NKN180619-N-1,1 TNC SOUTH,231.66,11.42,8.69,885.09,108.48,5.27,,,,
KWP180619-N-1,2 TNC SOUTH,119.25,21.41,13.39,1189.07,42.58,4.98,,,,
KKS180619-N-1,3 TNC SOUTH,137.58,13.00,8.29,1024.13,72.94,4.13,
KKP180619-N-1,4 TNC SOUTH,133.89,13.79,7.86,544.52,58.38,2.33,
KCP180619-N-1,5 TNC SOUTH,588.54,34.50,28.18,1966.27,385.03,7.63,
MML180620-N-1,6 TNC SOUTH,126.59,14.85,6.23,349.11,61.19,2.03,
MMB180620-N-1,7 TNC SOUTH,108.68,14.82,6.12,243.06,48.83,0.35,
MON180620-N-1,8 TNC SOUTH,92.13,12.49,5.13,282.12,19.25,4.23,
MAN180620-N-1,9 TNC SOUTH,81.96,13.14,6.08,416.47,9.52,3.77,
MAS180620-N-1,10 TNC SOUTH,71.23,16.78,6.45,93.55,13.82,8.17,
NHP180621-N-1,11 TNC SOUTH,110.50,14.07,5.53,356.06,55.87,2.52,
NKP180621-N-1,12 TNC SOUTH,67.91,13.94,7.63,61.52,9.21,0.89,
NSB180621-N-1,13 TNC SOUTH,91.78,12.75,7.33,200.98,27.48,1.10,
NKC180621-N-1,14 TNC SOUTH,184.22,9.70,6.18,424.59,143.98,2.17,
NMP180621-N-1,15 TNC SOUTH,244.23,13.48,10.51,1567.67,213.32,2.46,
WKD180622-N-1,16 TNC SOUTH,106.42,11.21,5.66,251.98,54.11,2.17,
WKB180622-N-1,17 TNC SOUTH,84.04,12.71,5.37,138.95,19.44,2.92,
WUL180622-N-1,18 TNC SOUTH,160.57,15.81,4.65,214.36,102.77,2.23,
WPL180622-N-1,19 TNC SOUTH,171.28,16.60,5.09,143.53,47.12,6.63
WPO180622-N-1,20 TNC SOUTH,96.83,13.11,4.26,127.09,33.22,0.62
