,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,3/17/22,SM77,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN220308-N-1,1,210.69,12.38,9.73,1216.46,114.75,6.12,,,
KWP220308-N-1,2,144.02,11.13,7.98,798.09,29.86,5.13,,,
KKS220308-N-1,3,157.37,8.34,5.70,427.86,32.72,6.73,,,
KKP220308-N-1,4,163.97,10.20,7.59,397.69,59.96,5.66,,,
KCP220309-N-1,5,1011.39,45.91,42.94,4576.14,888.55,11.05,,,
MMB220309-N-1,6,166.90,9.49,5.83,284.55,72.87,4.51,,,
MAN220309-N-1,7,114.29,9.43,6.54,602.07,8.42,3.29,,,
MAS220309-N-1,8,144.23,15.80,15.50,1490.07,60.03,4.73,,,
NMH220310-N-1,9,121.28,10.20,6.88,360.77,38.06,8.21,,,
NMC220310-N-1,10,320.69,8.97,5.87,972.23,220.34,7.33,,,
NHP220310-N-1,11,183.80,8.16,5.79,592.61,97.87,3.48,,,
NKP220310-N-1,12,87.73,8.09,4.28,122.34,7.13,3.18,,,
NKC220310-N-1,13,280.75,11.52,7.93,566.70,195.86,3.64,,,
,,,,,,,,,,
