,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,Date Samples Received:,,7/17/18,,
,,,,,,,
,,,Project:,MNMRC,Project: NFWF South Maui WQ sampling,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NKN180710-N-1,1 TNC SOUTH,207.46,15.35,7.09,954.70,140.48,5.50
KWP180710-N-1,2 TNC SOUTH,105.31,13.68,6.96,944.71,32.03,4.74
KKS180710-N-1,3 TNC SOUTH,104.46,14.15,4.93,789.34,32.33,4.12,,
KKP180710-N-1,4 TNC SOUTH,162.33,14.19,7.65,601.27,113.56,5.02,,
KCP180710-N-1,5 TNC SOUTH,631.19,37.89,27.51,2032.47,394.44,10.16,,
MML180711-N-1,6 TNC SOUTH,177.12,14.51,10.25,820.35,130.91,3.28,,
MMB180711-N-1,7 TNC SOUTH,139.99,14.89,5.96,316.42,78.09,5.22,,
MON180711-N-1,8 TNC SOUTH,140.51,15.29,12.56,1045.01,98.91,4.11,,
MAN180711-N-1,9 TNC SOUTH,116.43,15.21,7.73,350.11,15.07,5.06,,
MAS180711-N-1,10 TNC SOUTH,86.68,14.84,12.40,708.58,29.75,11.93,,
NHP180712-N-1,11 TNC SOUTH,146.87,15.25,5.95,514.72,104.36,3.35,,
NKP180712-N-1,12 TNC SOUTH,73.75,14.99,4.92,66.71,6.69,2.18,,
NSB180712-N-1,13 TNC SOUTH,74.09,15.58,5.68,200.68,10.29,3.99,,
NKC180712-N-1,14 TNC SOUTH,343.98,15.01,8.07,811.31,292.41,3.08,,
NMP180712-N-1,15 TNC SOUTH,484.72,15.12,10.97,2119.18,408.61,3.03,,
WKD180713-N-1,16 TNC SOUTH,106.26,13.52,6.05,240.53,34.38,1.70,,
WKB180713-N-1,17 TNC SOUTH,84.93,15.05,4.17,103.21,11.56,5.91,,
WUL180713-N-1,18 TNC SOUTH,200.21,11.13,5.47,282.93,153.21,5.66,,
WPL180713-N-1,19 TNC SOUTH,203.52,14.79,6.31,285.66,100.56,9.29
WPO180713-N-1,20 TNC SOUTH,124.45,12.86,4.95,127.18,35.01,7.45
