,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,8/12/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN210803-N-1,1,228.85,9.57,7.51,1248.80,122.40,2.65,,,
KWP210803-N-1,2,123.89,10.64,9.28,974.13,12.46,5.54,,,
KKS210803-N-1,3,173.91,9.15,5.99,764.00,59.94,4.41,,,
KKP210803-N-1,4,155.53,10.83,6.29,413.38,46.02,6.13,,,
KCP210804-N-1,5,705.22,33.07,27.36,2923.06,534.06,9.47,,,
MMB210804-N-1,6,126.43,10.18,5.10,265.81,37.60,1.55,,,
MAN210804-N-1,7,136.21,10.11,7.10,230.85,9.28,5.10,,,
MAS210804-N-1,8,101.61,11.40,7.88,169.38,9.37,7.86,,,
NMH210805-N-1,9,189.50,15.63,9.66,655.55,85.45,12.87,,,
NMC210805-N-1,10,416.60,8.77,5.26,1284.67,299.80,6.00,,,
NHP210805-N-1,11,213.29,11.15,7.75,658.96,120.54,5.65,,,
NKP210805-N-1,12,77.40,11.96,6.55,65.91,2.54,2.51,,,
NKC210805-N-1,13,233.42,9.98,5.54,578.51,150.13,2.08,,,
,,,,,,,,,,
