,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,11/15/23,SM105,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
NKN231107-N-1,1,129.25,9.47,6.43,593.91,58.28,2.56,,,,,
KWP231107-N-1,2,113.65,12.63,8.67,688.29,22.62,2.51,,,,,
KKS231107-N-1,3,147.94,11.16,8.88,773.43,74.91,2.72,,,,,
KKP231107-N-1,4,157.15,11.64,7.02,396.72,71.74,6.82,,,,,
KCP231108-N-1,5,539.62,26.58,10.52,1851.17,378.74,11.30,,,,,
MMB231108-N-1,6,173.71,9.75,5.48,287.18,95.16,<0.28,,,,,
MAN231108-N-1,7,107.01,10.79,7.01,371.64,7.97,3.39,,,,,
MAS231108-N-1,8,78.57,9.05,4.92,185.16,5.79,1.34,,,,,
NMH231109-N-1,9,146.91,11.48,7.45,347.08,48.66,11.09,,,,,
NMC231109-N-1,10,265.80,9.42,7.16,1072.31,170.19,6.37,,,,,
NHP231109-N-1,11,154.87,10.74,5.99,378.76,62.38,2.70,,,,,
NKP231109-N-1,12,87.80,7.25,3.12,80.83,4.89,2.66,,,,,
NKC231109-N-1,13,227.31,10.42,5.97,482.54,85.44,3.30,,,,,
,,,,,,,,,,,,
