,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,4/25/23,SM96,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
NKN230418-N-1,1,190.99,16.02,14.26,1180.03,109.51,7.31,,,,,
KWP230418-N-1,2,98.31,11.35,7.41,337.87,5.99,4.94,,,,,
KKS230418-N-1,3,274.28,13.69,13.55,2797.45,198.12,2.85,,,,,
KKP230418-N-1,4,163.14,14.06,10.77,575.25,85.21,6.82,,,,,
KCP230421-N-1,5,947.07,34.62,30.30,3487.70,755.83,7.16,,,,,
MMB230421-N-1,6,210.41,11.79,7.82,455.56,139.44,3.79,,,,,
MAN230421-N-1,7,81.23,9.49,5.59,270.69,7.17,4.65,,,,,
MAS230421-N-1,8,110.94,13.01,10.73,915.88,50.18,3.80,,,,,
NMH230420-N-1,9,138.33,12.79,10.66,524.12,64.30,13.64,,,,,
NMC230420-N-1,10,408.94,14.36,12.98,1892.80,330.71,16.42,,,,,
NHP230420-N-1,11,210.46,11.13,8.19,377.85,131.95,7.26,,,,,
NKP230420-N-1,12,68.26,7.41,5.40,141.27,2.99,3.08,,,,,
NKC230420-N-1,13,182.73,15.44,12.20,482.07,94.39,9.85,,,,,
,,,,,,,,,,,,
