,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,6/29/22,SM82,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN220624-N-1,1,210.80,8.70,6.39,1141.89,115.69,5.41,,,
KWP220624-N-1,2,121.88,7.33,5.27,968.08,20.92,5.49,,,
KKS220624-N-1,3,165.81,7.97,5.26,888.05,63.41,7.65,,,
KKP220624-N-1,4,179.07,7.99,5.52,471.95,82.74,4.66,,,
KCP220622-N-1,5,531.80,25.44,23.37,2109.23,400.84,39.27,,,
MMB220622-N-1,6,152.09,10.58,5.89,340.38,56.94,2.92,,,
MAN220622-N-1,7,98.44,8.63,3.55,167.70,2.15,3.32,,,
MAS220622-N-1,8,95.89,8.58,4.74,133.08,5.32,4.05,,,
NMH220623-N-1,9,139.08,11.96,6.89,489.14,56.19,7.54,,,
NMC220623-N-1,10,288.73,10.00,5.88,976.36,192.81,7.12,,,
NHP220623-N-1,12,90.61,8.84,3.15,74.74,1.85,2.73,,,
NKP220623-N-1,11,137.50,10.58,5.09,287.47,48.31,3.62,,,
NKC220623-N-1,13,199.81,11.79,6.05,452.93,113.60,1.36,,,
,,,,,,,,,,
