,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,2/3/22,SM75,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN220125-N-1,1,190.31,12.70,8.88,1176.17,98.40,6.29,,,
KWP220125-N-1,2,119.07,13.62,9.10,755.58,32.62,3.54,,,
KKS220125-N-1,3,199.11,13.45,9.40,737.17,87.87,4.08,,,
KKP220125-N-1,4,108.21,9.68,6.40,128.00,16.78,2.16,,,
KCP220126-N-1,5,598.40,24.33,22.26,1745.85,394.37,9.74,,,
MMB220126-N-1,6,99.08,8.37,3.31,104.42,12.64,1.07,,,
MAN220126-N-1,7,108.75,8.79,4.93,329.86,5.12,3.80,,,
MAS220126-N-1,8,100.77,8.78,5.11,193.89,9.26,3.08,,,
NMH220127-N-1,9,124.88,9.63,5.23,309.57,38.44,9.02,,,
NMC220127-N-1,10,266.46,6.70,2.58,305.17,165.04,5.05,,,
NHP220127-N-1,11,221.30,6.90,3.58,594.03,136.98,3.72,,,
NKP220127-N-1,12,82.90,8.71,3.19,59.51,2.53,1.75,,,
NKC220127-N-1,13,245.99,10.03,5.36,377.57,159.03,3.10,,,
,,,,,,,,,,
