,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,6/16/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN200609-N-1,1,209.57,10.91,8.09,792.89,103.21,6.84,,,
KWP200609-N-1,2,188.70,16.72,13.94,1343.42,73.00,14.26,,,
KKS200609-N-1,3,190.43,15.78,10.23,1055.37,75.82,5.27,,,
KKP200609-N-1,4,184.10,11.39,8.17,524.07,75.18,3.17,,,
KCP200609-N-1,5,1150.61,34.46,32.19,3458.46,762.06,9.72,,,
NMP200609-N-1,6,301.89,13.09,11.82,1743.55,200.10,2.60,,,
MML200610-N-1,7,185.08,12.79,7.01,310.97,31.99,23.05,,,
MMB200610-N-1,8,137.95,9.71,6.02,267.92,52.16,0.70,,,
MON200610-N-1,9,147.91,9.73,7.30,573.41,35.73,3.45,,,
MAN200610-N-1,10,121.94,9.90,5.71,221.22,6.61,13.15,,,
MAS200610-N-1,11,117.62,11.52,6.08,340.76,9.19,3.67,,,
NMH200611-N-1,12,665.94,20.23,16.65,503.33,69.42,22.07,,,
NMC200611-N-1,13,244.84,7.79,5.61,806.81,137.05,5.27,,,
NHP200611-N-1,14,123.54,9.06,4.74,175.81,17.72,3.35,,,
NKP200611-N-1,15,112.57,7.85,4.23,58.05,5.13,1.32,,,
NSB200611-N-1,16,142.61,12.00,7.62,319.29,40.72,5.31,,,
NKC200611-N-1,17,189.26,10.95,6.99,370.02,95.29,2.01,,,
WKD200612-N-1,18,123.02,9.17,5.91,146.36,20.10,0.87,,,
WKB200612-N-1,19,122.87,8.04,4.60,79.85,6.25,3.70,,,
WUL200612-N-1,20,146.68,8.64,4.66,122.05,36.83,3.38,,,
WPL200612-N-1,21,111.58,8.27,2.01,79.69,8.56,1.11,,,
WPO200612-N-1,22,119.14,9.46,3.06,126.38,14.34,1.94,,,
