,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,3/15/23,SM94,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
NKN230307-N-1,1,181.45,24.65,18.52,874.01,90.96,19.07,,,,,
KWP230307-N-1,2,107.79,16.81,10.86,517.04,32.39,2.04,,,,,
KKS230307-N-1,3,219.88,27.20,23.27,1547.10,141.45,9.43,,,,,
KKP230307-N-1,4,100.99,14.79,9.23,274.88,33.11,3.23,,,,,
KCP230308-N-1,5,276.61,21.13,16.55,929.34,223.02,6.15,,,,,
MMB230308-N-1,6,80.59,11.51,4.78,151.39,15.21,1.90,,,,,
MAN230308-N-1,7,70.57,10.16,4.65,164.38,3.68,1.39,,,,,
MAS230308-N-1,8,75.30,10.88,5.86,265.21,9.97,1.44,,,,,
NMH230309-N-1,9,99.74,13.43,7.43,316.38,34.79,4.57,,,,,
NMC230309-N-1,10,173.58,13.43,7.48,580.02,113.17,3.44,,,,,
NHP230309-N-1,11,170.44,16.54,10.05,645.24,111.08,9.05,,,,,
NKP230309-N-1,12,89.10,11.85,6.31,247.66,35.37,4.95,,,,,
NKC230309-N-1,13,82.51,13.12,7.41,253.57,29.14,5.23,,,,,
,,,,,,,,,,,,
