,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,6/9/22,SM81,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN220603-N-1,1,285.44,15.05,13.73,1870.24,192.99,8.29,,,
KWP220603-N-1,2,147.50,14.45,11.33,1200.10,55.35,5.36,,,
KKS220603-N-1,3,192.11,14.26,10.66,1394.97,127.69,4.25,,,
KKP220603-N-1,4,110.35,11.03,6.70,391.23,47.37,6.38,,,
KCP220601-N-1,5,660.58,25.47,24.88,2161.44,500.61,21.67,,,
MMB220601-N-1,6,104.40,15.52,11.35,347.26,45.85,2.39,,,
MAN220601-N-1,7,70.65,8.94,5.69,215.46,5.37,2.79,,,
MAS220601-N-1,8,78.91,7.62,6.18,272.70,10.48,3.46,,,
NMH220602-N-1,9,99.52,10.49,5.61,444.44,34.04,6.34,,,
NMC220602-N-1,10,172.30,10.97,7.14,683.19,116.51,5.73,,,
NHP220602-N-1,11,88.49,8.97,4.99,190.27,22.55,4.17,,,
NKP220602-N-1,12,69.53,10.20,4.77,84.68,1.38,3.38,,,
NKC220602-N-1,13,203.10,13.38,8.14,482.59,107.68,4.42,,,
,,,,,,,,,,
