,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,8/9/22,SM84,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN220802-N-1,1,135.46,9.65,8.31,925.45,55.35,2.57,,,
KWP220802-N-1,2,122.95,10.48,8.58,567.85,6.27,4.91,,,
KKS220802-N-1,3,149.43,9.58,9.37,962.39,58.88,1.88,,,
KKP220802-N-1,4,130.50,9.57,6.22,315.88,34.73,4.36,,,
KCP220803-N-1,5,680.10,28.19,27.53,2362.31,434.99,32.05,,,
MMB220803-N-1,6,91.13,8.61,5.10,207.85,14.92,0.97,,,
MAN220803-N-1,7,111.75,9.34,5.65,180.54,3.57,6.43,,,
MAS220803-N-1,8,91.24,11.50,7.88,278.92,15.98,9.06,,,
NMH220804-N-1,9,163.84,10.57,8.63,547.54,64.13,15.81,,,
NMC220804-N-1,10,275.29,8.73,6.85,931.68,108.51,6.82,,,
NHP220804-N-1,11,127.68,7.77,5.78,401.39,41.08,2.27,,,
NKP220804-N-1,12,80.30,8.00,4.34,101.18,4.87,1.88,,,
NKC220804-N-1,13,137.35,7.98,5.86,318.96,43.36,2.56,,,
,,,,,,,,,,
