,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,10/3/23,SM103,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
NKN230926-N-1,1,230.21,11.44,9.25,2189.13,120.06,5.30,,,,,
KWP230926-N-1,2,128.98,13.75,13.14,1166.28,30.13,3.50,,,,,
KKS230926-N-1,3,162.82,9.55,8.30,885.57,99.63,3.67,,,,,
KKP230926-N-1,4,126.27,7.24,6.30,319.03,40.97,2.94,,,,,
KCP230927-N-1,5,953.80,29.80,28.14,3260.35,673.11,15.86,,,,,
MMB230927-N-1,6,196.33,6.78,5.94,471.71,123.33,1.26,,,,,
MAN230927-N-1,7,102.52,8.10,7.86,659.51,13.80,3.29,,,,,
MAS230927-N-1,8,102.24,8.34,7.06,279.19,13.14,3.81,,,,,
NMH230928-N-1,9,170.45,9.69,7.17,446.49,46.78,10.01,,,,,
NMC230928-N-1,10,240.27,6.89,6.46,800.67,168.21,7.07,,,,,
NHP230928-N-1,11,128.51,7.03,4.34,378.70,41.98,4.94,,,,,
NKP230928-N-1,12,89.61,7.87,4.39,222.01,2.78,3.13,,,,,
NKC230928-N-1,13,201.89,11.07,7.68,470.09,115.95,4.06,,,,,
,,,,,,,,,,,,
