,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,Date Samples Received:,,9/18/18,,
,,,,,,,
,,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NKN180911-N-1,1 TNC SOUTH,251.90,15.71,12.07,1246.41,151.04,3.40
KWP180911-N-1,2 TNC SOUTH,187.22,17.71,14.67,1073.42,98.02,3.92
KKS180911-N-1,3 TNC SOUTH,136.15,12.20,9.96,865.20,57.41,2.76,,
KKP180911-N-1,4 TNC SOUTH,138.36,15.97,8.02,517.32,45.62,10.46,,
KCP180911-N-1,5 TNC SOUTH,558.27,33.18,31.20,1763.76,533.52,4.80,,
NHP180913-N-1,6 TNC SOUTH,129.82,12.51,7.76,336.16,67.33,5.88,,
NKP180913-N-1,7 TNC SOUTH,65.89,9.84,5.10,45.43,2.59,1.48,,
NSB180913-N-1,8 TNC SOUTH,104.46,11.87,7.12,233.97,27.83,1.83,,
NKC180913-N-1,9 TNC SOUTH,189.99,12.55,8.32,481.39,142.92,1.60,,
NMP180913-N-1,10 TNC SOUTH,207.52,12.80,9.23,965.80,159.65,1.66,,
WKD180914-N-1,11 TNC SOUTH,77.69,10.90,5.60,106.37,10.04,1.57,,
WKB180914-N-1,12 TNC SOUTH,66.09,8.77,4.58,79.47,5.86,3.16,,
WUL180914-N-1,13 TNC SOUTH,79.32,9.00,5.02,95.50,11.03,2.17,,
WPL180914-N-1,14 TNC SOUTH,74.42,9.72,5.23,83.93,11.98,2.91,,
WPO180914-N-1,15 TNC SOUTH,78.51,10.60,5.40,98.99,8.83,2.19,,
,,,,,,,,,
