,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,12/24/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN211214-N-1,1,272.51,17.01,11.30,1415.44,145.15,16.20,,,
KWP211214-N-1,2,273.08,15.92,14.12,1076.34,114.42,35.19,,,
KKS211214-N-1,3,377.79,30.44,28.02,2581.99,247.03,26.20,,,
KKP211214-N-1,4,147.35,11.16,8.84,433.37,59.77,8.07,,,
KCP211215-N-1,5,397.09,22.37,20.19,1974.80,271.31,16.99,,,
MMB211215-N-1,6,264.41,9.25,7.82,574.21,162.66,9.22,,,
MAN211215-N-1,7,118.68,9.32,7.11,499.49,18.55,7.69,,,
MAS211215-N-1,8,110.35,8.76,5.95,297.35,20.57,6.04,,,
NMH211216-N-1,9,128.41,8.05,4.76,335.50,45.30,8.45,,,
NMC211216-N-1,10,304.73,8.53,8.32,891.08,214.77,5.01,,,
NHP211216-N-1,11,164.13,8.89,6.64,492.14,84.32,3.54,,,
NKP211216-N-1,12,89.12,7.11,1.21,55.48,1.61,2.41,,,
NKC211216-N-1,13,351.84,10.38,7.59,814.44,251.79,3.47,,,
,,,,,,,,,,
