,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,2/3/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
KCP210127-N-1,1,477.58,30.98,29.58,2123.45,335.82,23.88,,,
MMB210127-N-1,2,113.47,10.81,4.94,163.68,11.86,2.25,,,
MAN210127-N-1,3,115.26,9.71,7.16,420.10,19.60,1.82,,,
MAS210127-N-1,4,110.34,9.05,5.40,258.26,10.92,1.87,,,
NMH210128-N-1,5,174.88,11.36,8.06,471.89,74.81,6.92,,,
NMC210128-N-1,6,184.70,9.74,6.46,564.80,99.54,3.32,,,
NHP210128-N-1,7,122.32,8.38,5.56,297.80,41.08,1.69,,,
NKP210128-N-1,8,96.51,8.43,4.44,105.00,3.64,1.62,,,
NKC210128-N-1,9,211.96,7.74,4.82,337.08,137.12,0.92,,,
NKN210126-N-1,10,217.78,13.69,11.50,1132.05,105.17,3.33,,,
KWP210126-N-1,11,134.24,11.16,9.11,763.98,45.43,3.36,,,
KKS210126-N-1,12,145.37,9.82,6.94,500.35,64.08,3.35,,,
KKP210126-N-1,13,141.84,11.21,8.64,312.73,51.61,5.10,,,
