,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,8/16/23,SM101,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
NKN230808-N-1,1,227.96,10.32,10.02,712.03,66.39,8.31,,,,,
KWP230808-N-1,2,172.55,13.70,10.41,458.30,9.25,14.25,,,,,
KKS230808-N-1,3,213.27,10.34,9.17,933.29,53.01,7.23,,,,,
KKP230808-N-1,4,187.46,8.56,5.41,362.10,46.70,4.44,,,,,
KCP230809-N-1,5,599.99,22.54,21.97,2333.15,461.72,7.40,,,,,
MMB230809-N-1,6,124.03,7.16,4.73,229.67,17.64,2.32,,,,,
MAN230809-N-1,7,127.88,5.87,4.03,176.41,3.06,6.59,,,,,
MAS230809-N-1,8,108.54,7.02,4.21,131.99,2.96,4.28,,,,,
NMH230810-N-1,9,292.37,12.70,10.02,688.43,74.80,14.74,,,,,
NMC230810-N-1,10,277.24,8.34,6.49,754.89,151.83,11.36,,,,,
NHP230810-N-1,11,125.22,8.63,6.90,140.45,9.80,3.94,,,,,
NKP230810-N-1,12,111.29,8.98,7.41,102.28,2.41,4.80,,,,,
NKC230810-N-1,13,175.79,9.63,7.62,280.57,44.27,3.26,,,,,
,,,,,,,,,,,,
