,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,11/26/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN211116-N-1,1,165.33,12.21,8.92,1138.55,87.39,4.58,,,
KWP211116-N-1,2,148.94,11.87,9.26,1005.58,35.65,17.91,,,
KKS211116-N-1,3,154.41,11.63,7.72,653.42,59.51,6.53,,,
KKP211116-N-1,4,137.18,12.22,6.85,352.85,52.22,6.38,,,
KCP211117-N-1,5,561.19,28.74,27.29,2660.38,403.75,19.59,,,
MMB211117-N-1,6,210.88,31.58,21.49,289.49,16.18,81.74,,,
MAN211117-N-1,7,107.32,11.62,8.54,673.37,16.33,4.93,,,
MAS211117-N-1,8,102.86,13.79,11.00,1596.17,23.21,8.29,,,
NMH211118-N-1,9,125.62,10.61,5.63,365.61,41.11,13.20,,,
NMC211118-N-1,10,190.17,11.41,6.31,507.53,106.05,6.16,,,
NHP211118-N-1,11,234.69,14.23,5.90,516.50,92.96,23.61,,,
NKP211118-N-1,12,99.88,9.44,4.36,1058.47,2.32,7.78,,,
NKC211118-N-1,13,207.88,11.22,4.36,474.06,145.53,2.00,,,
,,,,,,,,,,
