,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,12/6/23,SM106,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
NKN231128-N-1,1,118.81,12.39,10.80,550.71,29.13,5.79,,,,,
KWP231128-N-1,2,151.67,17.60,15.65,740.93,56.46,5.91,,,,,
KKS231128-N-1,3,132.64,12.36,10.94,559.52,51.95,4.22,,,,,
KKP231128-N-1,4,152.52,16.27,8.82,344.07,65.93,4.93,,,,,
KCP231129-N-1,5,175.63,17.54,14.24,368.79,65.02,10.70,,,,,
MMB231129-N-1,6,102.56,6.00,4.60,101.57,11.79,1.65,,,,,
MAN231129-N-1,7,103.92,8.84,6.28,135.66,9.35,4.55,,,,,
MAS231129-N-1,8,102.68,8.76,5.57,152.69,14.47,4.04,,,,,
NMH231130-N-1,9,153.87,11.21,8.78,415.14,63.67,9.76,,,,,
NMC231130-N-1,10,155.19,9.94,7.90,297.21,56.96,11.74,,,,,
NHP231130-N-1,11,130.09,8.62,6.95,314.91,49.70,5.84,,,,,
NKP231130-N-1,12,88.86,6.36,5.38,154.90,10.14,3.13,,,,,
NKC231130-N-1,13,141.84,10.56,9.13,376.97,57.73,3.92,,,,,
,,,,,,,,,,,,
