,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,10/13/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN211005-N-1,1,178.49,11.63,6.13,1446.90,90.37,0.66,,,
KWP211005-N-1,2,100.16,27.21,12.94,582.88,7.93,1.62,,,
KKS211005-N-1,3,125.89,8.80,5.19,886.44,41.31,0.72,,,
KKP211005-N-1,4,117.48,8.71,5.49,287.13,23.66,9.66,,,
KCP211006-N-1,5,871.74,37.29,36.38,4031.07,678.32,6.76,,,
MMB211006-N-1,6,168.59,8.73,4.75,336.66,63.70,2.01,,,
MAN211006-N-1,7,106.48,9.43,5.15,301.07,6.09,5.09,,,
MAS211006-N-1,8,119.85,11.99,7.70,497.56,18.34,3.52,,,
NMH211007-N-1,9,153.60,11.99,6.46,448.21,62.00,7.48,,,
NMC211007-N-1,10,176.09,10.53,5.08,538.94,76.75,3.93,,,
NHP211007-N-1,11,153.34,10.45,4.17,396.57,57.17,1.76,,,
NKP211007-N-1,12,86.87,6.57,2.08,63.11,0.86,<0.28,,,
NKC211007-N-1,13,186.36,8.67,3.68,446.04,105.17,0.64,,,
,,,,,,,,,,
