,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,8/6/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN200721-N-1,1,268.12,11.17,10.09,1586.37,177.95,2.24,,,
KCP200721-N-1,2,1115.10,37.14,29.85,4240.24,1003.19,5.49,,,
MMB200722-N-1,3,169.81,10.74,6.81,368.54,75.98,9.50,,,
MAN200722-N-1,4,91.30,9.18,6.18,295.01,6.73,1.39,,,
MAS200722-N-1,5,125.70,14.65,12.79,716.40,26.71,8.72,,,
NMH200723-N-1,6,159.67,11.57,9.46,502.99,67.69,7.08,,,
NMC200723-N-1,7,345.38,10.35,8.90,1110.22,251.94,7.04,,,
NHP200723-N-1,8,128.76,8.84,5.52,316.50,41.46,2.42,,,
NKP200723-N-1,9,93.88,7.60,4.28,60.01,5.91,0.90,,,
NKC200723-N-1,10,239.95,10.02,7.30,573.12,146.72,4.85,,,
WKD200724-N-1,11,101.68,8.81,5.44,173.38,17.60,0.92,,,
WKB200724-N-1,12,132.01,7.91,4.80,96.27,10.19,4.97,,,
WUL200724-N-1,13,170.83,9.47,5.39,174.65,78.63,3.46,,,
