,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,6/14/23,SM98,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
KCP230607-N-1,1,910.95,30.74,26.50,3394.14,757.21,5.64,,,,,
MMB230607-N-1,2,197.91,9.41,6.62,453.21,120.44,2.20,,,,,
MAN230607-N-1,3,83.74,9.73,7.19,237.15,6.59,3.22,,,,,
MAS230607-N-1,4,119.80,11.67,11.01,730.94,33.32,3.23,,,,,
NMH230608-N-1,5,163.13,13.92,10.70,618.34,55.89,5.50,,,,,
NMC230608-N-1,6,272.42,9.76,7.44,1378.55,172.02,10.73,,,,,
NHP230608-N-1,7,125.41,7.47,5.09,185.18,27.08,3.25,,,,,
NKP230608-N-1,8,89.23,7.62,4.35,30.75,1.95,3.24,,,,,
NKC230608-N-1,9,195.68,10.63,7.66,459.57,77.85,2.16,,,,,
NKN230609-N-1,10,185.76,11.00,9.55,785.68,83.42,6.03,,,,,
KWP230609-N-1,11,151.16,10.43,9.76,1004.51,38.83,4.64,,,,,
KKS230609-N-1,12,153.55,9.27,8.37,987.96,68.53,5.31,,,,,
KKP230609-N-1,13,177.13,8.78,5.28,400.78,69.56,2.15,,,,,
,,,,,,,,,,,,
