,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,1/13/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN210105-N-1,1,135.66,10.29,6.92,431.96,41.02,2.47,,,
KWP210105-N-1,2,136.70,11.00,9.58,1434.01,34.70,3.43,,,
KKS210105-N-1,3,119.32,13.04,8.45,352.47,27.45,2.68,,,
KKP210105-N-1,4,148.22,9.22,6.97,317.57,44.50,5.93,,,
KCP210105-N-1,5,291.15,19.14,16.26,1223.34,147.27,46.90,,,
WKD210106-N-1,6,122.24,7.84,5.03,121.26,16.02,1.94,,,
WKB210106-N-1,7,116.54,11.64,7.51,207.01,26.87,0.68,,,
WUL210106-N-1,8,116.14,9.25,5.79,115.47,25.60,4.19,,,
MMB210106-N-1,9,112.83,8.52,5.74,160.42,19.98,1.01,,,
MAN210106-N-1,10,103.07,9.95,6.75,147.11,15.33,4.22,,,
MAS210106-N-1,11,100.06,8.92,6.08,214.24,8.90,4.75,,,
NMH210107-N-1,12,133.03,10.00,6.91,394.68,52.85,6.93,,,
NMC210107-N-1,13,298.22,7.70,5.60,612.74,197.31,4.93,,,
NHP210107-N-1,14,179.23,8.94,5.96,456.74,92.26,3.32,,,
NKP210107-N-1,15,78.21,7.50,3.58,46.77,1.70,1.76,,,
NKC210107-N-1,16,234.04,7.53,4.21,311.09,154.29,0.91,,,
