,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,11/12/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN201103-N-1,1,131.05,10.06,6.78,384.98,23.90,2.47,,,
KWP201103-N-1,2,122.61,11.80,10.75,1492.11,37.06,0.93,,,
KKS201103-N-1,3,126.41,9.91,6.47,511.77,31.18,2.38,,,
KKP201103-N-1,4,135.71,8.74,5.38,331.32,17.29,4.54,,,
KCP201103-N-1,5,307.28,18.16,16.22,1196.01,189.80,41.91,,,
WKD201104-N-1,6,100.77,8.40,5.12,128.43,8.89,0.49,,,
WKB201104-N-1,7,123.86,9.11,4.16,78.77,8.29,6.82,,,
WUL201104-N-1,8,98.28,8.15,4.24,110.35,11.55,0.61,,,
MMB201104-N-1,9,103.48,9.07,4.77,80.83,8.22,1.35,,,
MAN201104-N-1,10,102.69,7.54,5.05,147.23,7.37,2.75,,,
MAS201104-N-1,11,96.10,9.35,7.38,249.40,17.36,3.37,,,
NMH201105-N-1,12,138.11,12.03,7.81,398.46,51.46,5.64,,,
NMC201105-N-1,13,150.18,9.41,6.93,298.94,62.48,4.45,,,
NHP201105-N-1,14,159.85,10.27,7.36,401.77,59.71,4.08,,,
NKP201105-N-1,15,92.56,8.46,3.52,164.02,1.80,<0.28,,,
NKC201105-N-1,16,139.50,8.65,4.50,245.12,46.87,2.64,,,
