,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,6/17/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN210601-N-1,1,208.84,12.09,11.38,1300.20,124.50,4.36,,,
KWP210601-N-1,2,96.66,9.26,7.72,860.94,15.90,3.26,,,
KKS210601-N-1,3,358.46,14.80,13.38,1622.39,262.00,7.63,,,
KKP210601-N-1,4,132.89,11.57,7.45,402.31,55.84,2.19,,,
KCP210602-N-1,5,530.05,37.62,31.11,2759.89,430.70,14.81,,,
MMB210602-N-1,6,109.08,8.90,5.49,164.19,23.82,1.14,,,
MAN210602-N-1,7,88.12,8.38,4.14,130.80,6.90,2.94,,,
MAS210602-N-1,8,94.26,11.40,7.34,180.67,12.10,10.87,,,
NMH210603-N-1,9,120.12,10.97,7.15,506.31,45.72,7.67,,,
NMC210603-N-1,10,238.07,11.20,7.91,874.61,175.30,4.97,,,
NHP210603-N-1,11,93.10,10.22,5.03,159.24,23.68,1.78,,,
NKP210603-N-1,12,81.98,9.37,4.00,83.51,5.26,2.50,,,
NKC210603-N-1,13,202.74,12.27,6.97,410.87,125.94,2.75,,,
,,,,,,,,,,
