,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,4/28/22,SM79,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN220419-N-1,1,225.10,10.61,9.02,1243.74,135.72,6.60,,,
KWP220419-N-1,2,194.44,13.41,11.40,1118.71,59.24,9.49,,,
KKS220419-N-1,3,280.15,11.41,9.70,1376.35,172.95,8.90,,,
KKP220419-N-1,4,158.34,9.63,8.18,398.01,60.47,6.57,,,
KCP220420-N-1,5,801.17,29.66,25.21,3000.68,638.50,7.31,,,
MMB220420-N-1,6,187.81,14.95,12.70,323.05,101.42,2.28,,,
MAN220420-N-1,7,102.57,9.51,8.08,371.92,7.30,4.92,,,
MAS220420-N-1,8,118.99,13.36,11.35,810.58,33.64,5.48,,,
NMH220421-N-1,9,148.84,10.66,9.06,456.20,56.22,7.44,,,
NMC220421-N-1,10,364.20,10.23,8.70,1262.07,257.71,8.54,,,
NHP220421-N-1,11,135.61,9.47,8.05,223.98,29.50,6.00,,,
NKP220421-N-1,12,76.88,6.51,5.53,58.79,1.82,2.56,,,
NKC220421-N-1,13,200.68,10.59,9.00,430.83,120.99,2.14,,,
,,,,,,,,,,
