,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,8/26/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN200811-N-1,1,198.70,9.13,6.60,952.43,105.61,3.94,,,
KWP200811-N-1,2,149.48,10.01,8.82,1041.32,51.57,5.27,,,
KKS200811-N-1,3,188.87,10.11,8.23,1040.57,90.85,4.99,,,
KKP200811-N-1,4,127.29,6.69,4.21,354.63,30.73,3.63,,,
KCP200811-N-1,5,461.03,24.13,23.52,1192.33,342.97,28.17,,,
WKD200812-N-1,6,99.81,7.34,4.19,142.38,19.98,1.46,,,
WKB200812-N-1,7,96.42,7.00,3.44,119.88,10.31,3.04,,,
WUL200812-N-1,8,146.10,7.96,4.73,203.62,60.72,3.19,,,
MMB200812-N-1,9,117.67,8.14,4.00,121.24,19.67,3.29,,,
MAN200812-N-1,10,95.69,7.51,4.36,253.99,7.34,3.28,,,
MAS200812-N-1,11,101.21,8.96,6.24,90.89,13.27,5.21,,,
NMH200813-N-1,12,177.65,12.08,9.93,746.92,95.27,13.16,,,
NMC200813-N-1,13,352.45,10.65,7.96,1067.09,258.39,7.49,,,
NHP200813-N-1,14,157.54,9.41,6.27,401.92,65.67,3.87,,,
NKP200813-N-1,15,94.80,8.43,3.83,57.12,7.37,3.24,,,
NKC200813-N-1,16,198.29,8.97,6.30,386.51,118.48,3.16,,,
