,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,11/4/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
NKN211026-N-1,1,152.37,8.28,4.71,348.99,29.34,5.07,,,
KWP211026-N-1,2,145.48,10.38,7.17,600.92,17.02,4.47,,,
KKS211026-N-1,3,119.25,8.21,4.90,718.17,29.77,2.03,,,
KKP211026-N-1,4,126.32,12.48,6.49,372.87,30.43,3.35,,,
KCP211027-N-1,5,261.67,16.57,15.56,775.64,147.02,12.10,,,
MMB211027-N-1,6,104.57,8.71,5.32,585.59,9.57,2.30,,,
MAN211027-N-1,7,106.87,8.95,3.96,126.88,2.82,3.36,,,
MAS211027-N-1,8,108.63,8.32,3.19,58.41,4.22,2.53,,,
NMH211028-N-1,9,164.37,12.74,8.94,506.30,68.75,12.33,,,
NMC211028-N-1,10,264.75,9.68,7.45,637.12,165.57,5.92,,,
NHP211028-N-1,11,111.35,9.98,4.85,162.76,17.94,7.06,,,
NKP211028-N-1,12,92.38,7.57,3.68,51.01,2.01,1.13,,,
NKC211028-N-1,13,154.87,12.44,6.58,338.27,64.54,1.68,,,
,,,,,,,,,,
