,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,4/4/23,SM95,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
NKN230328-N-1,1,145.24,19.18,14.86,1444.67,109.25,6.34,,,,,
KWP230328-N-1,2,90.59,13.12,11.07,996.39,23.02,6.18,,,,,
KKS230328-N-1,3,157.11,12.04,8.91,892.83,88.83,6.70,,,,,
KKP230328-N-1,4,78.74,12.49,7.14,407.96,15.01,9.70,,,,,
KCP230329-N-1,5,649.47,29.16,28.93,3238.21,485.63,18.14,,,,,
MMB230329-N-1,6,174.81,11.52,6.76,561.01,117.40,12.87,,,,,
MAN230329-N-1,7,79.19,9.68,4.22,234.16,4.14,6.15,,,,,
MAS230329-N-1,8,88.60,13.70,7.39,448.42,13.46,8.66,,,,,
NMH230330-N-1,9,89.22,12.07,4.41,406.41,36.08,12.30,,,,,
NMC230330-N-1,10,258.76,10.36,6.11,892.64,197.57,9.66,,,,,
NHP230330-N-1,11,129.42,9.45,4.65,411.15,76.37,5.39,,,,,
NKP230330-N-1,12,68.60,10.35,4.31,135.57,5.17,6.84,,,,,
NKC230330-N-1,13,139.57,12.67,7.03,415.50,109.69,5.83,,,,,
,,,,,,,,,,,,
