,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,Date Samples Received:,,10/18/18,,
,,,,,,,
,,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS181009-N-1,1 TNC WEST ,150.44,19.27,15.55,753.79,53.24,5.13
RPO181009-N-1,2 TNC WEST,203.23,19.32,16.93,1178.43,137.05,3.64
RKS181009-N-1,3 TNC WEST,102.06,10.29,7.68,261.83,20.74,2.78,,
RCB181009-N-1,4 TNC WEST,170.18,14.24,10.70,762.31,97.55,3.77,,
RWA181009-N-1,5 TNC WEST,121.81,21.70,17.68,1380.83,43.14,1.78,,
PFF181010-N-1,6 TNC WEST,85.11,15.60,12.33,598.78,5.17,2.53,,
PLH181010-N-1,7 TNC WEST,107.64,16.00,11.88,470.28,6.72,10.11,,
PLT181010-N-1,8 TNC WEST,99.53,12.75,9.55,311.94,8.10,6.52,,
OSF181010-N-1,9 TNC WEST,84.10,10.39,6.53,123.83,3.36,3.39,,
OPM181011-N-1,10 TNC WEST,82.59,9.50,6.41,141.48,3.51,0.78,,
OCO181011-N-1,11 TNC WEST,76.99,8.96,6.86,250.43,1.93,3.69,,
OUB181011-N-1,12 TNC WEST,80.95,9.35,6.02,72.31,4.62,2.96,,
OPB181011-N-1,13 TNC WEST,80.57,8.08,6.21,77.01,3.98,2.23,,
OPP181011-N-1,14 TNC WEST,80.58,8.30,6.95,76.66,4.54,3.66,,
RHL181012-N-1,15 TNC WEST,88.40,12.94,7.65,421.56,3.76,4.17,,
RON181012-N-1,16 TNC WEST,76.75,10.87,6.60,89.63,4.13,1.90,,
RFS181012-N-1,17 TNC WEST,127.83,19.90,15.69,676.34,54.48,4.11,,
RKO181012-N-1,18 TNC WEST,113.32,15.60,13.06,430.66,45.25,3.48,,
RKV181012-N-1,19 TNC WEST,125.65,15.84,12.35,676.68,52.49,4.74
