,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,9/24/19,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS190917-N-1,1,92.01,10.78,9.10,577.29,32.01,2.21,,,
RPO190917-N-1,2,118.14,11.28,9.99,615.81,67.03,2.37,,,
RKS190917-N-1,3,55.20,6.96,5.10,195.67,5.43,0.35,,,
RCB190917-N-1,4,104.79,9.24,6.89,509.24,54.51,1.51,,,
RWA190917-N-1,5,70.90,9.99,7.93,607.35,16.70,0.29,,,
PFF190918-N-1,6,139.86,20.59,13.06,1154.28,4.47,25.35,,,
PLH190918-N-1,7,65.05,12.60,11.67,484.04,4.59,0.86,,,
PLT190918-N-1,8,77.82,9.32,6.27,453.37,14.06,3.97,,,
RHL190920-N-1,9,139.33,11.39,8.76,256.43,4.75,9.36,,,
RON190920-N-1,10,72.19,7.19,3.92,98.19,6.11,2.72,,,
RFS190920-N-1,11,77.77,11.45,8.89,301.50,18.55,4.14,,,
RKO190920-N-1,12,96.17,9.69,7.84,488.99,37.47,2.91,,,
RKV190920-N-1,13,58.49,8.33,5.34,224.81,8.20,0.69,,,
