,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,9/30/21,,Session: WM94,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS210921-N-1,1,111.83,22.32,11.57,668.39,28.38,2.47,,,
RPO210921-N-1,2,246.55,20.53,12.98,1257.78,169.84,4.23,,,
RKS210921-N-1,3,94.75,11.88,3.91,231.55,11.95,0.32,,,
RKT210921-N-1,4,75.74,9.94,3.80,225.88,1.83,1.26,,,
RCB210921-N-1,5,195.07,15.22,9.77,1258.96,112.62,2.24,,,
RWA210921-N-1,6,135.39,22.52,6.24,809.07,21.91,1.38,,,
PFF210922-N-1,7,98.67,14.19,8.03,559.19,5.45,2.46,,,
PLH210922-N-1,8,125.57,11.78,6.04,948.84,10.63,2.44,,,
PLT210922-N-1,9,107.35,10.20,5.02,459.88,17.54,2.26,,,
OCO210922-N-1,10,70.23,8.02,3.20,272.94,2.01,0.39,,,
OPP210922-N-1,11,75.77,7.41,2.89,135.15,1.86,0.72,,,
RHL210923-N-1,12,99.28,14.79,7.39,432.96,3.33,4.28,,,
RON210923-N-1,13,74.18,8.58,3.32,108.03,3.39,<0.28,,,
RFS210923-N-1,14,128.84,20.17,12.61,687.84,44.27,1.61,,,
RKO210923-N-1,15,125.87,11.97,9.93,679.09,50.44,2.07,,,
RKV210923-N-1,16,112.57,11.71,7.59,604.82,27.68,0.66,,,
,,,,,,,,,,
