,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,5/11/22,WM104,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220503-N-1,1,88.30,11.25,7.51,412.10,20.45,0.76,,,
RPO220503-N-1,2,179.97,13.26,11.16,1018.25,117.95,1.88,,,
RKS220503-N-1,3,77.80,7.41,4.25,187.74,12.57,3.32,,,
RKT220503-N-1,4,66.84,9.46,5.34,177.13,3.19,<0.28,,,
RCB220503-N-1,5,129.81,12.27,9.20,780.40,67.97,1.51,,,
RWA220503-N-1,6,81.68,16.54,13.74,886.29,20.67,3.59,,,
PFF220504-N-1,7,91.37,9.92,6.82,219.96,3.51,2.09,,,
PLH220504-N-1,8,78.42,8.25,4.97,150.32,4.73,3.72,,,
PLT220504-N-1,9,79.74,10.77,8.50,246.73,11.40,3.91,,,
OCO220504-N-1,10,68.88,7.84,5.72,527.01,4.71,1.01,,,
OPP220504-N-1,11,67.94,7.41,3.44,77.50,1.72,0.99,,,
RHL220505-N-1,12,100.90,10.13,8.54,747.72,7.19,1.96,,,
RON220505-N-1,13,94.14,8.91,4.34,133.05,3.27,2.18,,,
RFS220505-N-1,14,150.27,18.53,17.96,1318.57,98.73,2.51,,,
RKO220505-N-1,15,135.02,13.68,13.13,928.17,82.34,2.35,,,
RKV220505-N-1,16,84.57,9.54,6.43,560.12,20.47,0.58,,,
