,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,12/8/22,WM114,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
RNS221129-N-1,1,99.38,8.71,7.28,212.24,14.67,4.73,,,,,
RPO221129-N-1,2,170.73,15.07,12.71,899.97,78.40,7.29,,,,,
RKS221129-N-1,3,96.73,7.13,4.40,143.67,10.14,2.64,,,,,
RKT221129-N-1,4,91.29,7.81,4.78,108.00,8.97,7.44,,,,,
RCB221129-N-1,5,116.92,8.24,4.98,229.12,13.28,3.79,,,,,
RWA221129-N-1,6,94.07,7.50,3.75,189.50,2.69,<0.28,,,,,
PFF221130-N-1,7,118.56,7.17,6.06,168.93,4.06,3.10,,,,,
PLH221130-N-1,8,98.71,8.26,6.06,263.92,5.08,1.33,,,,,
PLT221130-N-1,9,122.13,12.54,9.24,555.98,12.67,7.82,,,,,
OCO221130-N-1,10,120.61,7.05,3.87,373.55,3.90,4.09,,,,,
OPP221130-N-1,11,76.06,5.40,4.80,159.62,5.97,0.58,,,,,
RHL221201-N-1,12,103.55,8.60,6.34,377.17,4.46,7.06,,,,,
RON221201-N-1,13,106.49,8.46,3.18,132.25,4.38,0.81,,,,,
RFS221201-N-1,14,147.28,12.71,9.85,397.51,37.42,3.11,,,,,
RKO221201-N-1,15,116.45,12.45,9.84,383.24,43.14,3.35,,,,,
RKV221201-N-1,16,89.00,9.15,6.89,365.68,12.73,1.06,,,,,
