,,,Data Provided by:,,,,
,,,,SOEST Laboratory for ,,,
,,,,Analtyical Biogeochemistry (S-LAB),,,
,,,,University of Hawaii at Manoa ,,,
,,,,1000 Pope Rd,,,
,,,,"Honolulu, HI 96822",,,
,,,,808-956-5878,,,
,,,,Date Samples Received:,,4/4/17,
,,,,,,,
,,,,Project:,TNC,Project: NFWF West Maui WQ Sampling; OED/Marisla West Maui WQ Samplng,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS170328-N-1,1 TNC,109.54,14.07,8.81,326.90,26.32,9.00
RPO170328-N-1,2 TNC,159.83,21.04,12.74,669.95,94.09,7.49
RKS170328-N-1,3 TNC,87.28,12.22,7.59,154.02,9.23,7.96,,
RAB170328-N-1,4 TNC,86.99,14.49,8.87,303.09,19.08,6.92,,
RCB170328-N-1,5 TNC,143.94,16.31,9.49,591.67,81.12,7.49,,
RCB170328-N-2,6 TNC,145.39,16.82,9.84,590.57,81.31,7.74,,
RWA170328-N-1,7 TNC,102.96,19.47,14.15,768.90,37.51,6.85,,
PFF170329-N-1,8 TNC,73.70,21.64,14.61,701.31,6.16,10.74,,
PLH170329-N-1,9 TNC,82.42,13.31,8.35,321.29,12.09,11.43,,
PLT170329-N-1,10 TNC,123.15,20.92,9.56,497.53,47.97,20.31,,
PPU170329-N-1,11 TNC,80.20,13.09,5.51,150.16,2.14,16.26,,
OLP170329-N-1,12 TNC,77.78,9.64,4.22,67.99,2.19,13.34,,
OSF170329-N-1,13 TNC,77.95,12.43,6.28,147.20,5.68,14.60,,
OPM170330-N-1,14 TNC,72.36,10.68,5.40,165.19,5.52,6.67,,
OCO170330-N-1,15 TNC,62.05,8.50,4.77,179.25,3.86,8.65,,
OMM170330-N-1,16 TNC,64.89,7.35,5.64,256.49,6.94,5.75,,
OUB170330-N-1,17 TNC,69.22,9.61,5.77,59.40,3.20,8.89,,
OPB170330-N-1,18 TNC,71.06,7.38,3.19,69.76,3.03,8.29,,
OPP170330-N-1,19 TNC,63.57,9.18,5.45,65.90,1.90,6.91
,,,,,,,
