,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,1/25/23,WM116,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
RNS230117-N-1,1,93.78,14.05,7.25,384.65,10.08,3.29,,,,,
RPO230117-N-1,2,256.83,15.73,11.43,1762.90,171.65,2.79,,,,,
RKS230117-N-1,3,94.54,11.54,4.24,82.83,5.27,1.30,,,,,
RKT230117-N-1,4,87.81,11.79,3.66,79.95,2.63,3.62,,,,,
RCB230117-N-1,5,116.38,11.97,5.42,403.32,27.33,1.88,,,,,
RWA230117-N-1,6,113.14,15.81,10.21,1659.76,20.20,1.70,,,,,
PFF230118-N-1,7,91.38,11.64,4.37,310.35,1.76,1.90,,,,,
PLH230118-N-1,8,82.05,10.60,5.01,329.73,4.23,1.25,,,,,
PLT230118-N-1,9,85.41,11.65,4.14,223.52,2.86,1.95,,,,,
OCO230118-N-1,10,87.60,8.76,2.32,216.37,2.78,1.95,,,,,
OPP230118-N-1,11,72.78,8.86,2.38,93.15,0.93,3.48,,,,,
RHL230119-N-1,12,162.51,13.49,7.09,372.76,3.86,4.83,,,,,
RON230119-N-1,13,84.35,9.81,2.44,65.17,1.83,0.93,,,,,
RFS230119-N-1,14,100.73,14.28,8.70,757.57,35.84,4.19,,,,,
RKO230119-N-1,15,84.94,13.28,7.58,352.82,20.40,2.93,,,,,
RKV230119-N-1,16,79.51,11.47,5.22,379.74,9.25,1.01,,,,,
