,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,11/5/19,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS191029-N-1,1,94.93,7.38,5.40,203.66,12.51,4.54,,,
RPO191029-N-1,2,222.82,18.53,16.18,1152.02,150.72,3.88,,,
RKS191029-N-1,3,87.50,7.35,5.51,97.83,9.87,2.51,,,
RCB191029-N-1,4,179.55,11.05,9.99,836.56,109.66,2.71,,,
RWA191029-N-1,5,95.10,11.95,11.14,762.45,21.65,0.38,,,
PFF191030-N-1,6,89.43,7.93,6.89,310.95,1.24,0.40,,,
PLH191030-N-1,7,96.77,10.63,8.79,415.58,6.87,1.67,,,
PLT191030-N-1,8,89.40,9.10,7.65,350.06,9.84,1.72,,,
RHL191101-N-1,9,106.20,9.62,6.87,2.72,7.11,8.67,,,
RON191101-N-1,10,76.00,6.79,3.82,72.03,4.35,0.42,,,
RFS191101-N-1,11,101.18,9.60,7.29,153.53,11.70,3.61,,,
RKO191101-N-1,12,97.61,9.70,8.43,253.60,27.36,2.27,,,
RKV191101-N-1,13,84.69,9.52,7.70,316.65,14.34,0.94,,,
