,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,7/13/22,WM107,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220705-N-1,1,112.50,11.39,8.37,537.17,21.66,3.87,,,
RPO220705-N-1,2,484.38,16.05,12.25,1887.04,242.10,4.77,,,
RKS220705-N-1,3,86.23,6.18,3.14,175.61,7.41,2.91,,,
RKT220705-N-1,4,87.55,7.49,3.05,144.21,2.42,1.58,,,
RCB220705-N-1,5,147.14,19.60,12.20,789.31,72.05,6.11,,,
RWA220705-N-1,6,103.12,14.71,11.72,1023.08,28.55,3.82,,,
PFF220706-N-1,7,74.33,7.54,5.32,241.84,2.38,2.06,,,
PLH220706-N-1,8,141.71,7.91,6.98,394.35,6.83,9.71,,,
PLT220706-N-1,9,106.04,8.27,6.01,489.59,27.62,6.29,,,
OCO220706-N-1,N-,82.82,6.24,3.43,234.82,2.31,8.10,,,
OPP220706-N-1,11,84.04,9.28,6.19,188.50,1.80,8.16,,,
RHL220707-N-1,12,106.57,12.36,9.22,342.02,3.36,7.24,,,
RON220707-N-1,13,74.04,7.54,3.99,76.95,1.89,2.11,,,
RFS220707-N-1,14,156.60,18.07,17.20,978.74,103.29,5.05,,,
RKO220707-N-1,15,87.19,10.35,6.77,334.83,21.72,3.00,,,
RKV220707-N-1,16,80.22,11.59,5.55,271.85,7.77,1.59,,,
