,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,,,,,
,,,Date Samples Received:,,8/14/18,,
,,,,,,,
,,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS180807-N-1,1 TNC WEST,135.54,14.40,10.24,715.25,41.68,9.68
RPO180807-N-1,2 TNC WEST,132.65,13.45,9.82,629.83,63.61,2.20
RKS180807-N-1,3 TNC WEST,86.54,9.18,4.60,161.88,3.33,2.10,,
RCB180807-N-1,4 TNC WEST,165.01,12.06,8.69,714.54,78.09,4.85,,
RWA180807-N-1,5 TNC WEST,94.34,15.30,10.79,615.83,15.36,1.79,,
PFF180808-N-1,6 TNC WEST,111.19,11.10,8.18,680.13,5.62,3.46,,
PLH180808-N-1,7 TNC WEST,90.74,8.82,5.87,168.97,4.74,1.00,,
PLT180808-N-1,8 TNC WEST,92.73,7.80,3.70,101.29,6.16,1.20,,
OSF180808-N-1,9 TNC WEST,105.93,7.37,4.49,103.63,7.54,2.87,,
OPM180809-N-1,10 TNC WEST,80.28,10.13,4.68,155.97,3.85,1.45,,
OCO180809-N-1,11 TNC WEST,71.36,7.07,5.89,383.04,6.48,1.96,,
OUB180809-N-1,12 TNC WEST,77.75,8.11,3.93,126.62,2.34,1.21,,
OPB180809-N-1,13 TNC WEST,99.26,8.39,3.60,69.41,2.39,6.53,,
OPP180809-N-1,14 TNC WEST,76.25,7.60,3.84,67.82,2.59,1.05,,
RHL180810-N-1,15 TNC WEST,110.56,13.14,10.08,1034.51,19.11,5.87,,
RON180810-N-1,16 TNC WEST,82.35,8.02,4.47,183.03,8.48,1.34,,
RFS180810-N-1,17 TNC WEST,238.53,24.77,20.33,1542.13,152.98,5.16,,
RKO180810-N-1,18 TNC WEST,196.90,19.35,16.03,944.77,133.76,8.03,,
RKV180810-N-1,19 TNC WEST,115.52,10.98,7.63,403.89,26.50,3.59
