,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,Date Samples Received:,,5/1/18,,
,,,,,,,
,,,Project:,MNMRC,Project: NFWF West Maui WQ Sampling; OED/Marisla West Maui WQ Samplng,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS180424-N-1,1 TNC WEST,122.24,13.23,11.12,649.69,38.07,2.52
RPO180424-N-1,2 TNC WEST,409.95,17.05,16.44,1745.71,362.21,2.00
RKS180424-N-1,3 TNC WEST,94.13,7.53,5.52,360.30,5.34,1.38,,
RAB180424-N-1,4 TNC WEST,97.53,7.53,5.99,269.07,8.62,2.40,,
RCB180424-N-1,5 TNC WEST,259.62,13.54,11.24,1173.56,165.15,3.31,,
RWA180424-N-1,6 TNC WEST,97.94,11.48,7.60,475.93,16.61,1.33,,
PFF180425-N-1,7 TNC WEST,98.44,7.60,5.86,225.88,6.11,1.42,,
PLH180425-N-1,8 TNC WEST,96.74,8.56,5.93,319.61,5.08,1.86,,
PLT180425-N-1,9 TNC WEST,96.75,7.27,4.68,76.80,5.93,2.67,,
PPU180425-N-1,10 TNC WEST,91.91,11.74,4.51,233.68,1.82,1.30,,
OLP180425-N-1,11 TNC WEST,91.32,12.91,4.35,102.38,3.14,1.27,,
OSF180425-N-1,12 TNC WEST,100.42,9.31,5.56,300.27,5.30,2.59,,
OPM180426-N-1,13 TNC WEST,85.02,14.31,4.57,184.56,5.52,2.01,,
OCO180426-N-1,14 TNC WEST,79.61,8.14,4.45,369.24,6.52,1.84,,
OMM180426-N-1,15 TNC WEST,80.60,7.12,4.54,287.82,3.80,1.85,,
OUB180426-N-1,16 TNC WEST,124.62,7.59,4.97,110.02,6.17,1.80,,
OPB180426-N-1,17 TNC WEST,94.18,6.28,4.34,209.21,10.41,2.12,,
OPP180426-N-1,18 TNC WEST,81.58,6.58,4.49,166.47,2.99,1.20,,
RHL180427-N-1,19 TNC WEST,82.03,8.51,7.74,546.96,2.28,3.72
RFN180427-N-1,20 TNC WEST,87.75,6.39,5.58,132.25,7.70,1.44
RON180427-N-1,21 TNC WEST,74.68,6.85,4.18,103.91,1.22,2.86
RFS180427-N-1,22 TNC WEST,356.21,29.59,27.61,2383.19,307.82,3.41
RKO180427-N-1,23 TNC WEST,170.20,16.27,12.88,937.20,103.15,2.32
RKV180427-N-1,24 TNC WEST,113.43,11.46,9.57,1020.34,46.68,0.87
