,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,8/24/22,WM109,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220816-N-1,1,108.72,9.75,6.84,352.99,15.93,3.61,,,
RPO220816-N-1,2,196.15,10.45,8.03,648.25,97.42,3.76,,,
RKS220816-N-1,3,97.87,7.51,4.52,205.51,8.48,2.94,,,
RKT220816-N-1,4,103.10,8.80,4.21,213.26,8.47,<0.28,,,
RCB220816-N-1,5,120.97,9.45,6.60,413.30,24.74,1.82,,,
RWA220816-N-1,6,99.36,9.77,7.25,517.83,12.41,0.72,,,
PFF220817-N-1,7,86.57,7.84,5.81,323.71,2.42,0.49,,,
PLH220817-N-1,8,117.92,11.05,9.34,603.41,5.50,5.36,,,
PLT220817-N-1,9,118.30,9.93,9.26,715.96,26.09,3.69,,,
OCO220817-N-1,10,95.51,5.55,3.19,242.26,2.28,0.94,,,
OPP220817-N-1,11,80.12,6.37,3.67,197.54,1.72,<0.28,,,
RHL220818-N-1,12,116.79,9.52,5.34,260.88,4.89,5.09,,,
RON220818-N-1,13,81.84,7.39,3.80,139.25,2.65,<0.28,,,
RFS220818-N-1,14,125.51,9.42,6.72,268.33,16.66,0.64,,,
RKO220818-N-1,15,115.80,10.57,6.52,311.17,28.20,1.50,,,
RKV220818-N-1,16,104.10,9.07,3.92,250.08,10.72,1.27,,,
