,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,2/5/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS200128-N-1,1,97.10,8.77,5.36,152.63,6.20,<0.28,,,
RPO200128-N-1,2,134.94,12.21,10.81,505.86,37.99,1.32,,,
RKS200128-N-1,3,97.97,8.43,6.13,136.89,7.83,<0.28,,,
RCB200128-N-1,4,131.71,10.10,8.17,534.46,54.03,0.41,,,
RWA200128-N-1,5,112.52,12.62,11.53,896.89,24.94,<0.28,,,
PFF200129-N-1,6,89.52,7.08,5.78,220.00,1.50,<0.28,,,
PLH200129-N-1,7,87.39,8.79,8.25,366.99,7.18,0.87,,,
PLT200129-N-1,8,93.41,8.06,7.45,355.96,18.18,1.35,,,
RHL200131-N-1,9,99.41,9.96,7.57,450.73,6.66,0.39,,,
RON200131-N-1,10,99.67,7.25,4.68,113.02,3.81,0.76,,,
RFS200131-N-1,11,151.15,14.36,12.74,659.17,66.74,<0.28,,,
RKO200131-N-1,12,135.89,11.24,10.58,451.86,57.52,0.76,,,
RKV200131-N-1,13,96.95,7.57,6.45,342.44,17.26,<0.28,,,
