,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,3/8/22,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220301-N-1,1,104.04,10.64,7.24,271.36,11.66,2.46,,,
RPO220301-N-1,2,198.57,12.40,10.96,997.06,115.51,3.76,,,
RKS220301-N-1,3,92.42,7.22,3.95,125.32,7.21,1.84,,,
RKT220301-N-1,4,87.71,9.57,6.19,199.99,3.97,1.84,,,
RCB220301-N-1,5,110.13,12.76,8.22,415.04,30.13,3.75,,,
RWA220301-N-1,6,146.14,20.31,19.57,1634.54,41.60,2.43,,,
PFF220302-N-1,7,103.66,7.69,4.90,351.54,2.68,3.02,,,
PLH220302-N-1,8,104.01,8.43,5.55,326.18,7.82,2.59,,,
PLT220302-N-1,9,107.05,8.95,6.55,553.39,11.46,5.06,,,
OCO220302-N-1,10,98.62,5.28,3.31,296.97,6.54,3.62,,,
OPP220302-N-1,11,88.28,5.40,3.73,103.97,2.28,3.57,,,
RHL220303-N-1,12,117.23,9.68,5.69,223.15,1.70,4.21,,,
RON220303-N-1,13,99.92,11.41,5.83,84.96,2.73,4.64,,,
RFS220303-N-1,14,117.77,16.61,12.79,525.59,33.96,3.77,,,
RKO220303-N-1,15,128.95,11.07,9.57,495.39,38.28,12.04,,,
RKV220303-N-1,16,121.76,8.79,7.58,762.47,38.18,3.61,,,
