,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,2/16/22,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220208-N-1,1,111.07,10.95,8.06,477.24,17.57,3.63,,,
RPO220208-N-1,2,164.72,10.36,9.32,564.67,73.93,6.78,,,
RKS220208-N-1,3,90.62,7.28,4.50,264.73,3.75,1.23,,,
RKT220208-N-1,4,104.51,7.58,4.85,105.18,3.41,2.38,,,
RCB220208-N-1,5,149.22,10.04,7.87,621.51,52.79,4.49,,,
RWA220208-N-1,6,125.96,16.31,13.68,1142.80,27.02,23.08,,,
PFF220209-N-1,7,96.76,8.81,7.00,414.60,2.13,3.24,,,
PLH220209-N-1,8,87.29,7.89,5.43,238.18,6.82,2.72,,,
PLT220209-N-1,9,92.30,7.19,5.20,231.55,9.64,2.95,,,
RHL220210-N-1,10,86.18,8.09,5.28,373.39,2.02,1.96,,,
RON220210-N-1,11,95.89,6.66,3.36,173.10,2.08,2.97,,,
RFS220210-N-1,12,151.78,15.91,13.32,821.74,67.81,2.87,,,
RKO220210-N-1,13,127.29,10.64,9.42,572.55,38.56,4.71,,,
RKV220210-N-1,14,116.57,7.61,6.40,615.00,22.51,1.20,,,
,,,,,,,,,,
