,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,8/4/22,WM108,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220726-N-1,1,104.24,16.50,11.20,849.09,36.66,0.61,,,
RPO220726-N-1,2,316.17,17.95,17.14,2536.81,246.95,3.83,,,
RKS220726-N-1,3,76.65,6.09,2.82,87.19,2.63,3.94,,,
RKT220726-N-1,4,76.36,8.60,3.73,121.80,2.76,0.40,,,
RCB220726-N-1,5,78.63,10.80,6.46,318.53,10.53,2.56,,,
RWA220726-N-1,6,77.91,12.68,9.71,735.92,15.01,0.98,,,
PFF220727-N-1,7,81.41,9.52,5.75,314.64,3.12,6.05,,,
PLH220727-N-1,8,103.92,7.68,5.38,306.57,10.52,4.19,,,
PLT220727-N-1,9,82.22,8.40,3.94,125.40,6.06,2.54,,,
RHL220728-N-1,10,103.71,11.08,7.40,456.42,3.29,7.04,,,
RON220728-N-1,11,81.09,11.27,3.90,172.15,9.85,0.83,,,
RFS220728-N-1,12,269.53,32.02,29.89,2664.89,195.10,4.14,,,
RKO220728-N-1,13,127.48,14.00,9.17,891.81,53.66,5.78,,,
RKV220728-N-1,14,115.06,10.27,6.44,662.90,22.22,2.08,,,
