,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,4/19/22,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220412-N-1,1,109.85,13.68,10.47,650.89,23.13,2.98,,,
RPO220412-N-1,2,295.84,13.31,11.44,2039.10,169.17,2.08,,,
RKS220412-N-1,3,92.97,6.77,4.20,195.36,4.41,3.77,,,
RKT220412-N-1,4,81.23,7.51,3.60,275.83,2.52,1.77,,,
RCB220412-N-1,5,138.98,10.99,7.46,625.13,53.04,4.08,,,
RWA220412-N-1,6,90.97,12.98,10.06,961.94,17.53,1.89,,,
PFF220413-N-1,7,85.84,10.12,8.96,821.36,5.51,3.73,,,
PLH220413-N-1,8,98.03,9.38,5.75,212.50,10.91,3.76,,,
PLT220413-N-1,9,87.47,7.27,3.43,148.06,4.61,4.90,,,
OCO220413-N-1,10,76.07,7.03,5.84,561.23,4.87,3.04,,,
OPP220413-N-1,11,81.82,5.91,3.69,187.43,2.32,3.02,,,
RHL220414-N-1,12,181.49,10.19,6.82,509.26,2.04,7.88,,,
RON220414-N-1,13,88.38,5.62,2.42,122.77,4.86,1.55,,,
RFS220414-N-1,14,129.58,9.27,5.13,209.93,13.63,4.09,,,
RKO220414-N-1,15,97.59,6.77,4.90,572.19,12.95,2.28,,,
RKV220414-N-1,16,137.50,11.07,8.28,479.59,42.75,8.59,,,
