,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,1/25/22,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220118-N-1,1,100.50,11.50,6.28,251.52,11.59,1.90,,,
RPO220118-N-1,2,141.56,11.88,8.82,556.55,46.90,2.92,,,
RKS220118-N-1,3,82.33,5.44,4.75,99.12,2.43,0.50,,,
RKT220118-N-1,4,95.71,8.15,6.42,253.21,9.16,2.51,,,
RCB220118-N-1,5,105.06,7.79,5.30,331.16,23.59,4.00,,,
RWA220118-N-1,6,100.65,13.96,12.11,991.80,23.56,0.60,,,
PFF220119-N-1,7,79.95,9.58,7.08,452.56,2.54,2.48,,,
PLH220119-N-1,8,128.77,11.33,8.27,451.59,8.70,3.41,,,
PLT220119-N-1,9,93.59,9.20,5.72,475.43,7.74,2.46,,,
OCO220119-N-1,10,92.87,5.07,2.17,177.23,4.00,1.84,,,
OPP220119-N-1,11,73.96,5.03,2.21,76.52,2.48,0.32,,,
RHL220120-N-1,12,107.63,11.95,8.04,197.71,3.39,2.70,,,
RON220120-N-1,13,75.78,6.51,3.35,73.11,1.75,2.86,,,
RFS220120-N-1,14,114.41,11.01,9.03,407.63,24.22,2.70,,,
RKO220120-N-1,15,114.86,10.61,9.34,328.89,19.79,1.76,,,
RKV220120-N-1,16,111.67,8.30,7.14,478.35,20.16,1.15,,,
,,,,,,,,,,
