,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,Date Samples Received:,,9/5/18,,
,,,,,,,
,,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS180828-N-1,1 TNC WEST,134.80,20.94,15.04,747.22,49.85,5.30
RPO180828-N-1,2 TNC WEST,192.82,15.41,13.22,925.35,120.14,5.64
RKS180828-N-1,3 TNC WEST,128.06,13.20,9.69,731.90,22.82,11.00,,
RCB180828-N-1,4 TNC WEST,258.23,18.01,15.49,1178.62,170.42,12.23,,
RWA180828-N-1,5 TNC WEST,116.79,13.69,11.16,1025.63,40.81,2.18,,
PFF180829-N-1,6 TNC WEST,74.73,12.82,11.85,882.22,4.15,3.29,,
PLH180829-N-1,7 TNC WEST,85.35,12.17,10.86,473.31,7.97,6.75,,
PLT180829-N-1,8 TNC WEST,112.18,10.05,8.56,438.70,24.60,8.49,,
OSF180829-N-1,9 TNC WEST,98.52,10.40,7.29,316.02,6.32,10.30,,
OPM180830-N-1,10 TNC WEST,80.61,8.01,6.36,144.29,2.70,1.45,,
OCO180830-N-1,11 TNC WEST,76.99,5.23,4.80,265.78,4.01,1.48,,
OUB180830-N-1,12 TNC WEST,82.77,37.09,30.06,104.66,1.48,6.90,,
OPB180830-N-1,13 TNC WEST,96.84,8.35,5.86,146.36,0.82,30.18,,
OPP180830-N-1,14 TNC WEST,73.23,6.05,4.55,196.89,1.85,1.14,,
RHL180831-N-1,15 TNC WEST,85.61,10.07,7.01,369.58,2.40,3.74,,
RON180831-N-1,16 TNC WEST,118.38,10.64,5.11,98.70,5.45,3.35,,
RFS180831-N-1,17 TNC WEST,227.20,25.52,22.57,1350.30,140.55,4.24,,
RKO180831-N-1,18 TNC WEST,90.10,9.31,7.71,331.89,22.90,2.27,,
RKV180831-N-1,19 TNC WEST,107.29,10.24,8.60,344.02,21.66,5.26
