,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,12/12/19,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS191203-N-1,1,79.68,9.31,3.82,89.81,3.86,1.77,,,
RPO191203-N-1,2,217.49,15.91,11.41,366.00,42.35,7.33,,,
RKS191203-N-1,3,94.08,11.02,5.98,227.71,13.49,1.81,,,
RCB191203-N-1,4,105.64,9.26,4.96,293.63,26.67,1.58,,,
RWA191203-N-1,5,105.73,10.90,5.98,466.27,13.64,1.24,,,
PFF191204-N-1,6,78.78,10.11,9.40,851.56,2.63,3.95,,,
PLH191204-N-1,7,76.87,8.29,7.43,375.83,6.16,2.92,,,
PLT191204-N-1,8,113.25,11.01,9.46,624.74,25.15,3.15,,,
RHL191206-N-1,9,82.12,11.11,7.78,480.37,3.39,4.07,,,
RON191206-N-1,10,73.32,7.39,3.25,78.46,2.00,1.27,,,
RFS191206-N-1,11,130.02,12.18,8.23,495.40,43.87,3.56,,,
RKO191206-N-1,12,151.09,15.11,12.38,591.33,81.33,2.05,,,
RKV191206-N-1,13,81.41,9.48,5.36,250.63,11.86,2.57,,,
