,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,5/13/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS210427-N-1,1,138.66,17.02,12.99,963.28,42.51,2.80,,,
RPO210427-N-1,2,428.15,14.97,14.69,2794.83,316.01,4.16,,,
RKS210427-N-1,3,127.03,7.70,4.82,256.02,14.44,2.56,,,
RKT210427-N-1,4,94.09,12.70,9.19,350.87,7.08,2.13,,,
RCB210427-N-1,5,297.40,14.15,13.31,1711.10,200.28,1.71,,,
RWA210427-N-1,6,122.03,14.54,13.47,1196.54,36.49,<0.28,,,
PFF210428-N-1,7,127.62,16.84,16.51,3432.90,9.90,5.47,,,
PLH210428-N-1,8,99.55,7.90,6.62,319.80,9.62,1.68,,,
PLT210428-N-1,9,140.52,8.83,7.29,589.18,26.69,3.78,,,
OCO210428-N-1,10,135.81,7.77,6.90,675.75,11.70,5.44,,,
OPP210428-N-1,11,98.84,7.06,4.75,86.39,4.78,1.94,,,
RHL210429-N-1,12,110.03,13.36,11.05,590.95,5.63,2.56,,,
RON210429-N-1,13,110.24,6.85,4.28,123.96,6.65,1.03,,,
RFS210429-N-1,14,186.66,13.57,13.07,947.90,93.94,1.22,,,
RKO210429-N-1,15,145.19,11.33,10.87,569.33,59.12,8.09,,,
RKV210429-N-1,16,117.70,7.00,5.65,400.44,20.41,2.43,,,
