,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,9/16/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS200909-N-1,1,132.44,10.03,5.99,393.17,18.84,3.15,,,
RPO200909-N-1,2,183.57,11.56,9.23,649.02,86.65,2.69,,,
RKS200909-N-1,3,108.39,7.42,3.86,174.38,6.47,0.92,,,
RKT200909-N-1,4,108.13,7.03,3.09,86.71,3.57,0.56,,,
RCB200909-N-1,5,151.27,9.68,6.10,416.36,43.52,4.64,,,
RWA200909-N-1,6,113.80,8.98,4.39,271.57,9.76,0.35,,,
PFF200910-N-1,7,96.15,9.75,7.96,906.20,6.64,2.05,,,
PLH200910-N-1,8,104.62,8.80,7.35,482.88,8.19,1.34,,,
PLT200910-N-1,9,117.41,8.06,4.89,510.95,15.41,3.88,,,
OCO200910-N-1,10,87.75,5.00,3.10,290.75,5.91,1.12,,,
OPP200910-N-1,11,93.71,6.66,3.07,141.19,6.09,1.54,,,
RHL200911-N-1,12,102.85,7.85,4.08,269.00,6.27,2.56,,,
RON200911-N-1,13,107.51,6.94,2.82,128.31,5.69,3.16,,,
RFS200911-N-1,14,145.67,12.20,9.73,621.08,41.14,2.51,,,
RKO200911-N-1,15,140.37,11.69,8.19,610.25,54.58,2.03,,,
RKV200911-N-1,16,107.44,9.02,5.62,325.53,12.22,0.41,,,
