,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,6/10/21,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS210518-N-1,1,115.53,10.00,5.31,354.31,18.94,2.98,,,
RPO210518-N-1,2,474.95,16.43,13.51,2644.61,345.95,6.05,,,
RKS210518-N-1,3,95.83,7.54,2.29,176.08,8.70,0.58,,,
RKT210518-N-1,4,97.48,8.64,3.05,102.38,8.90,0.39,,,
RCB210518-N-1,5,237.19,14.00,9.18,1294.31,137.66,2.65,,,
RWA210518-N-1,6,139.37,15.34,12.24,1508.99,47.12,2.99,,,
PFF210519-N-1,7,89.43,8.83,3.65,303.53,9.66,1.73,,,
PLH210519-N-1,8,94.53,9.36,3.29,297.49,10.41,0.99,,,
PLT210519-N-1,9,126.61,9.34,3.55,340.25,17.74,3.00,,,
OCO210519-N-1,10,84.25,6.74,2.12,269.44,5.91,1.03,,,
OPP210519-N-1,11,85.80,8.41,2.54,307.84,6.65,0.33,,,
RHL210520-N-1,12,123.12,10.91,4.92,372.37,5.55,2.97,,,
RON210520-N-1,13,88.37,6.72,2.31,85.85,3.01,0.99,,,
RFS210520-N-1,14,212.93,12.43,7.14,500.98,46.02,5.80,,,
RKO210520-N-1,15,162.13,12.20,8.79,385.40,47.79,28.65,,,
RKV210520-N-1,16,105.23,8.79,3.14,380.82,22.10,2.85,,,
