,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,Date Samples Received:,,7/3/18,,
,,,,,,,
,,,Project:,MNMRC,Project: NFWF West Maui WQ Sampling; OED/Marisla West Maui WQ Samplng,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS180626-N-1,1 TNC WEST,126.55,15.14,11.30,786.06,62.37,3.10
RPO180626-N-1,2 TNC WEST,225.27,14.97,12.34,1250.65,167.26,2.76
RKS180626-N-1,3 TNC WEST,205.87,13.53,11.85,773.64,83.29,16.29,,
RCB180626-N-1,4 TNC WEST,214.03,17.51,11.41,1151.07,148.53,3.38,,
RWA180626-N-1,5 TNC WEST,105.84,16.68,12.23,870.13,37.98,2.05,,
PFF180627-N-1,6 TNC WEST,92.86,17.23,7.07,377.52,12.75,2.65,,
PLH180627-N-1,7 TNC WEST,79.74,14.12,4.97,84.56,10.68,3.47,,
PLT180627-N-1,8 TNC WEST,87.60,15.51,4.71,66.83,10.95,4.53,,
OSF180627-N-1,9 TNC WEST,85.46,14.06,6.36,112.44,9.21,4.45,,
OPM180628-N-1,10 TNC WEST,80.86,14.46,5.08,165.41,6.57,2.57,,
OCO180628-N-1,11 TNC WEST,89.22,14.28,6.66,457.65,11.69,3.87,,
OUB180628-N-1,12 TNC WEST,83.77,13.23,4.95,77.40,7.26,3.22,,
OPB180628-N-1,13 TNC WEST,82.10,13.66,4.52,85.10,6.86,2.44,,
OPP180628-N-1,14 TNC WEST,80.02,12.77,4.00,59.34,5.51,2.20,,
RHL180629-N-1,15 TNC WEST,94.74,12.91,8.20,434.02,10.47,6.19,,
RON180629-N-1,16 TNC WEST,84.79,12.36,4.90,149.52,11.45,2.05,,
RFS180629-N-1,17 TNC WEST,260.20,49.14,25.91,1952.78,196.37,3.72,,
RKO180629-N-1,18 TNC WEST,181.07,19.96,14.25,938.02,115.72,3.20,,
RKV180629-N-1,19 TNC WEST,102.54,13.70,8.32,654.19,30.90,3.54
