,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,12/16/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS201201-N-1,1,110.91,8.73,5.78,221.96,15.19,1.54,,,
RPO201201-N-1,2,155.48,14.07,13.05,769.08,74.08,1.04,,,
RKS201201-N-1,3,98.52,8.81,5.00,116.65,9.26,0.38,,,
RKT201201-N-1,4,106.90,10.83,5.72,143.95,8.55,0.75,,,
RCB201201-N-1,5,250.37,12.54,10.44,1296.25,159.97,3.32,,,
RWA201201-N-1,6,111.01,11.62,7.08,556.98,22.12,0.59,,,
PFF201202-N-1,7,513.86,29.41,25.17,99.45,9.67,11.85,,,
PLH201202-N-1,8,94.75,11.55,8.20,420.84,4.77,<0.28,,,
PLT201202-N-1,9,109.42,11.60,8.69,529.40,16.32,2.41,,,
OSF201202-N-1,10,101.60,8.10,5.68,148.07,8.85,0.97,,,
OCO201202-N-1,11,111.02,9.23,4.16,278.56,7.92,0.49,,,
OPP201202-N-1,12,96.09,7.53,3.83,116.71,4.95,<0.28,,,
RHL201203-N-1,13,105.27,11.72,9.27,272.67,10.01,2.75,,,
RON201203-N-1,14,97.25,8.17,4.43,68.96,8.07,0.84,,,
RFS201203-N-1,15,103.08,10.99,8.76,203.08,13.93,1.18,,,
RKO201203-N-1,16,122.44,13.44,12.35,379.16,42.98,2.49,,,
RKV201203-N-1,17,96.83,8.86,5.80,173.14,9.42,<0.28,,,
,,,,,,,,,,
