,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,7/24/19,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS190716-N-1,1,192.28,18.33,17.30,1148.20,110.93,7.89,,,
RPO190716-N-1,2,267.87,15.83,15.80,1597.50,213.21,9.04,,,
RKS190716-N-1,3,85.81,9.08,5.42,209.32,9.70,5.23,,,
RCB190716-N-1,4,127.99,10.44,7.35,477.32,60.91,5.80,,,
RWA190716-N-1,5,99.95,13.01,11.34,943.35,25.13,5.74,,,
PFF190717-N-1,6,72.22,8.38,5.83,315.99,4.99,5.54,,,
PLH190717-N-1,7,82.49,9.55,7.16,364.33,11.99,6.33,,,
PLT190717-N-1,8,85.88,7.54,4.53,140.08,5.18,8.25,,,
OSF190717-N-1,9,93.65,9.59,5.57,176.70,8.52,8.61,,,
OPM190718-N-1,10,78.79,7.93,4.03,162.13,4.07,4.61,,,
OCO190718-N-1,11,81.66,6.15,4.07,212.20,1.80,6.25,,,
OUB190718-N-1,12,64.14,6.19,3.19,85.39,1.76,3.53,,,
OPB190718-N-1,13,66.85,6.12,4.07,128.88,3.39,2.30,,,
OPP190718-N-1,14,75.16,7.38,4.34,393.42,3.02,2.95,,,
RHL190719-N-1,15,103.01,17.19,13.84,360.20,5.19,11.60,,,
RON190719-N-1,16,77.87,8.52,3.69,136.99,6.61,2.49,,,
RFS190719-N-1,17,197.42,15.12,14.10,1050.91,131.12,6.02,,,
RKO190719-N-1,18,118.61,9.76,7.93,515.35,61.98,8.72,,,
RKV190719-N-1,19,83.96,9.11,6.80,526.01,23.29,4.84,,,
