,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,6/2/22,WM105,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220524-N-1,1,134.03,16.77,15.89,1217.21,75.30,3.07,,,
RPO220524-N-1,2,560.38,18.31,17.67,2500.18,488.35,3.96,,,
RKS220524-N-1,3,77.18,7.82,3.65,287.87,10.47,3.17,,,
RKT220524-N-1,4,68.17,9.18,3.85,101.87,1.96,0.84,,,
RCB220524-N-1,5,113.08,11.59,8.25,653.05,51.45,3.62,,,
RWA220524-N-1,6,85.59,12.66,9.96,766.03,20.62,1.78,,,
PFF220525-N-1,7,65.77,9.53,7.17,519.72,2.09,2.32,,,
PLH220525-N-1,8,73.13,7.86,5.35,297.04,10.56,2.45,,,
PLT220525-N-1,9,73.80,6.48,3.49,192.51,5.01,3.39,,,
OCO220525-N-1,10,55.05,7.01,5.07,391.93,2.27,0.91,,,
OPP220525-N-1,11,63.60,6.40,2.43,271.77,1.76,6.86,,,
RHL220526-N-1,12,82.50,12.81,7.72,581.75,2.16,4.33,,,
RON220526-N-1,13,65.28,9.25,3.68,85.13,1.84,1.30,,,
RFS220526-N-1,14,82.99,13.12,5.89,218.93,16.33,3.47,,,
RKO220526-N-1,15,113.23,11.21,8.57,639.66,52.43,13.35,,,
RKV220526-N-1,16,78.90,7.40,3.94,391.77,17.93,2.06,,,
