,,Data Provided by:,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,
,,808-956-5878,,,,,,,,,
,,,,,,,,,,,
,,Date Samples Received:,,9/21/23,WM127,,,,,,
,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,
,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,
RNS230912-N-1,1,129.62,11.50,10.86,839.85,42.92,2.70,,,,
RPO230912-N-1,2,173.54,9.63,7.34,1207.65,98.48,4.15,,,,
RKS230912-N-1,3,89.58,6.95,3.90,218.78,10.35,2.24,,,,
RKT230912-N-1,4,99.68,7.60,4.03,121.75,4.85,1.82,,,,
RCB230912-N-1,5,119.24,11.32,7.42,678.70,47.35,2.09,,,,
RWA230912-N-1,6,101.43,13.37,10.27,816.47,21.61,1.36,,,,
OCO230913-N-1,7,87.74,5.72,3.71,411.25,4.32,1.15,,,,
OMM230913-N-1,8,78.06,6.55,4.17,333.64,3.31,2.32,,,,
OUB230913-N-1,9,73.40,5.25,2.77,154.03,4.07,0.41,,,,
OPP230913-N-1,10,76.22,6.06,3.88,128.27,1.54,1.06,,,,
RHL230914-N-1,11,98.41,9.93,6.61,449.00,3.51,9.83,,,,
RON230914-N-1,12,91.35,8.29,6.69,1113.21,4.22,1.06,,,,
RFS230914-N-1,13,105.95,9.43,7.29,349.73,30.28,2.40,,,,
RKO230914-N-1,14,120.42,10.65,8.50,686.01,35.08,1.32,,,,
RKV230914-N-1,15,106.11,7.24,5.58,543.76,26.22,4.74,,,,
