,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,11/19/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS201110-N-1,1,115.99,11.02,9.05,621.15,27.52,3.47,,,
RPO201110-N-1,2,354.82,14.15,13.99,1316.70,265.51,2.40,,,
RKS201110-N-1,3,91.07,6.94,4.77,167.82,5.76,<0.28,,,
RKT201110-N-1,4,95.84,8.25,4.67,107.08,5.57,<0.28,,,
RCB201110-N-1,5,140.59,9.45,6.00,485.18,53.02,2.51,,,
RWA201110-N-1,6,105.51,9.75,6.29,415.39,14.28,<0.28,,,
PFF201111-N-1,7,106.18,10.22,9.09,990.66,2.79,2.18,,,
PLH201111-N-1,8,119.89,9.74,5.55,466.83,15.20,3.51,,,
PLT201111-N-1,9,104.58,7.73,4.44,406.89,15.04,5.51,,,
OSF201111-N-1,10,106.78,7.35,3.60,104.34,7.01,1.97,,,
OCO201111-N-1,11,101.11,6.28,2.94,189.46,5.13,0.68,,,
OPP201111-N-1,12,107.67,9.62,5.90,632.84,13.87,0.41,,,
RHL201112-N-1,13,119.73,8.32,5.45,453.28,7.62,1.79,,,
RON201112-N-1,14,93.75,8.68,4.98,180.76,10.07,<0.28,,,
RFS201112-N-1,15,174.60,14.76,13.42,936.98,92.23,1.11,,,
RKO201112-N-1,16,142.75,12.11,10.72,512.18,63.56,1.14,,,
RKV201112-N-1,17,100.90,10.05,8.84,539.95,19.51,0.40,,,
