,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,12/22/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS201215-N-1,1,109.84,8.00,5.42,141.57,10.72,2.69,,,
RPO201215-N-1,2,142.63,11.30,10.10,554.85,48.60,2.96,,,
RKS201215-N-1,3,113.46,9.22,6.97,112.75,12.10,1.10,,,
RKT201215-N-1,4,107.15,13.57,11.29,486.28,14.61,0.74,,,
RCB201215-N-1,5,147.84,11.32,8.64,623.66,54.24,1.43,,,
RWA201215-N-1,6,111.04,14.54,11.89,977.05,24.99,0.74,,,
PFF201216-N-1,7,104.07,11.92,10.51,770.89,6.95,1.68,,,
PLH201216-N-1,8,97.85,9.41,7.47,368.14,10.23,3.27,,,
PLT201216-N-1,9,102.79,8.08,5.20,259.69,10.35,1.43,,,
OSF201216-N-1,10,120.06,9.69,6.74,149.90,13.71,2.54,,,
OCO201216-N-1,11,87.62,5.74,4.09,231.86,4.83,0.87,,,
OPP201216-N-1,12,92.32,7.59,4.84,229.06,6.26,<0.28,,,
RHL201217-N-1,13,99.65,9.63,5.84,169.54,5.74,1.61,,,
RON201217-N-1,14,94.31,8.08,3.88,105.82,7.90,<0.28,,,
RFS201217-N-1,15,103.06,10.16,6.48,218.65,14.10,1.50,,,
RKO201217-N-1,16,109.21,10.77,9.27,292.45,23.99,1.06,,,
RKV201217-N-1,17,101.05,8.24,5.64,205.08,11.26,1.17,,,
