,,,Data Provided by:,,,,
,,,SOEST Laboratory for ,,,,
,,,Analtyical Biogeochemistry (S-LAB),,,,
,,,University of Hawaii at Manoa ,,,,
,,,1000 Pope Rd,,,,
,,,"Honolulu, HI 96822",,,,
,,,808-956-5878,,,,
,,,Date Samples Received:,,9/26/18,,
,,,,,,,
,,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
OCO180920-N-1,1 TNC WEST,59.90,8.54,5.22,293.40,7.31,0.29
OUB180920-N-1,2 TNC WEST,57.73,7.74,4.63,93.20,4.49,0.31
OPB180920-N-1,3 TNC WEST,61.13,7.83,3.45,70.60,4.08,0.62,,
OPP180920-N-1,4 TNC WEST,52.84,8.30,4.87,133.11,3.45,1.25,,
RHL180921-N-1,5 TNC WEST,90.03,11.97,7.25,316.16,8.44,15.21,,
RON180921-N-1,6 TNC WEST,62.65,9.66,4.52,112.40,6.27,0.88,,
RFS180921-N-1,7 TNC WEST,226.69,25.88,22.96,1454.57,175.73,3.95,,
RKO180921-N-1,8 TNC WEST,162.27,18.58,15.29,557.22,108.80,14.70,,
RKV180921-N-1,9 TNC WEST,121.08,14.19,10.25,679.78,71.41,1.55,,
RNS180918-N-1,11 TNC WEST,159.50,23.92,19.37,875.42,87.04,23.45,,
RPO180918-N-1,12 TNC WEST,253.89,19.69,17.55,1388.11,220.66,2.47,,
RKS180918-N-1,13 TNC WEST,81.53,10.10,6.60,154.04,10.88,3.23,,
RCB180918-N-1,14 TNC WEST,101.42,13.37,8.36,324.00,34.04,4.11,,
RWA180918-N-1,15 TNC WEST,91.15,14.90,8.06,421.96,16.45,3.51,,
PFF180919-N-1,16 TNC WEST,70.29,14.04,10.05,535.58,4.29,3.52,,
PLH180919-N-1,17 TNC WEST,49.52,11.07,7.24,182.73,4.80,4.23,,
PLT180919-N-1,18 TNC WEST,109.30,13.65,9.35,218.80,10.28,5.00,,
OSF180919-N-1,19 TNC WEST,80.67,9.90,5.45,109.86,7.29,2.07,,
OPM180920-N-1,20 TNC WEST,59.84,9.19,5.31,195.94,4.43,2.46
