,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,2/25/20,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS200219-N-1,1,105.66,13.20,8.84,446.30,19.52,1.45,,,
RPO200219-N-1,2,316.61,16.94,16.51,1625.58,236.81,3.21,,,
RKS200219-N-1,3,99.34,9.93,6.40,301.23,10.63,2.97,,,
RCB200219-N-1,4,156.18,11.87,8.44,669.00,74.81,1.54,,,
RWA200219-N-1,5,111.48,14.22,10.51,820.27,24.06,0.42,,,
PFF200219-N-1,6,91.29,11.01,9.61,718.02,6.36,2.93,,,
PLH200219-N-1,7,129.55,10.17,8.14,617.19,46.63,4.72,,,
PLT200219-N-1,8,97.82,9.59,6.29,192.60,8.49,1.73,,,
RHL200221-N-1,9,105.20,12.84,8.94,379.39,4.84,5.60,,,
RON200221-N-1,10,82.99,8.98,4.64,120.63,6.30,0.37,,,
RFS200221-N-1,11,241.14,21.17,18.91,1505.51,153.68,2.82,,,
RKO200221-N-1,12,148.58,13.08,11.31,630.00,64.13,3.32,,,
RKV200221-N-1,13,120.76,9.74,8.01,627.57,42.54,0.62,,,
