,,Data Provided by:,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,
,,1000 Pope Rd,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,
,,808-956-5878,,,,,,,,
,,,,,,,,,,
,,Date Samples Received:,,3/29/22,,,,,,
,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,
,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,
RNS220322-N-1,1,81.34,9.17,5.65,342.27,16.27,3.49,,,
RPO220322-N-1,2,381.46,12.49,11.36,2550.90,281.41,3.63,,,
RKS220322-N-1,3,66.41,6.50,3.50,144.45,9.45,1.80,,,
RKT220322-N-1,4,76.53,7.31,4.46,277.12,8.54,1.85,,,
RCB220322-N-1,5,113.08,10.04,5.03,565.16,42.76,5.62,,,
RWA220322-N-1,6,84.96,11.09,7.63,895.10,24.05,1.56,,,
PFF220323-N-1,7,72.70,8.43,6.99,993.30,4.98,3.54,,,
PLH220323-N-1,8,103.09,7.38,5.32,466.89,11.27,12.26,,,
PLT220323-N-1,9,79.67,6.39,3.98,345.41,13.67,4.61,,,
OCO220323-N-1,10,61.89,6.67,4.38,651.51,3.71,2.02,,,
OPP220323-N-1,11,59.25,6.03,2.56,204.47,2.28,2.08,,,
RHL220324-N-1,12,83.53,9.95,7.39,645.32,21.09,3.71,,,
RON220324-N-1,13,59.50,8.75,3.50,86.63,3.30,1.41,,,
RFS220324-N-1,14,138.89,18.45,15.59,1225.75,88.01,3.57,,,
RKO220324-N-1,15,110.78,14.28,11.73,727.02,63.30,3.57,,,
RKV220324-N-1,16,86.17,12.42,8.72,602.49,33.72,1.21,,,
